age,tenure_months,avg_monthly_spend,num_support_tickets,is_premium,churn
39,64,54.019757519471455,3,0,0
62,10,53.9993907750326,0,0,0
51,56,170.20536187325325,0,0,0
40,87,151.5038465990364,1,1,0
43,39,44.77022745282532,2,0,0
41,42,82.85183742351981,2,0,0
38,13,65.7761066432208,1,1,0
27,24,226.5791578824348,2,1,0
38,117,174.36062565423651,2,1,0
31,74,94.74930923968356,2,0,0
25,21,154.57168136060955,2,0,0
46,57,38.62882884415024,3,1,0
45,23,79.64123092863042,0,1,0
19,53,126.29179595651317,2,1,0
39,17,147.13384494875478,2,0,0
52,74,114.15245246919335,3,1,0
53,68,134.88081064285356,3,0,0
52,76,124.70018759718758,3,0,0
40,53,110.18535587866096,1,0,0
30,34,102.23126446854637,3,0,0
27,29,94.42410763933295,1,1,0
44,25,133.91625051771527,1,0,0
45,51,144.64893535196737,2,0,0
55,54,131.90155003913003,0,0,0
53,80,49.28417699993642,1,0,0
38,6,60.064328931408745,1,0,0
25,33,143.93290835688404,1,1,0
36,102,208.30039804025267,2,0,0
43,109,129.14492769352532,1,1,0
38,111,95.29989525138035,1,1,0
33,36,133.46042732656653,1,1,0
43,16,51.790714649194285,2,1,0
34,23,198.5365893921878,1,1,0
32,15,131.1956486704817,3,1,0
44,114,79.8325672073671,5,1,0
35,106,109.99227203442749,2,1,0
43,97,88.37782607618306,2,0,0
43,87,198.70019860901004,1,1,0
26,41,107.86559463317646,0,1,0
34,57,129.32194476693556,3,0,0
57,100,154.4235873990775,1,0,0
26,97,75.55400377412748,2,1,0
18,62,131.62256796810942,0,0,0
18,100,136.46613416365258,0,1,0
40,41,26.755270738762732,3,1,0
40,49,135.1617893266566,1,0,0
39,100,117.25427610341166,1,0,0
55,45,127.7979775269598,4,0,0
18,90,122.137782809434,2,0,0
45,54,135.55019237700492,2,0,0
59,35,200.24059354056948,2,0,0
26,26,49.229555274893436,1,1,0
35,72,99.47085986997479,0,1,0
31,57,159.9971177377702,0,0,0
29,44,148.85555206367465,1,1,0
36,89,147.56433320052506,1,0,0
57,0,285.21463294040024,0,0,0
62,11,156.84813144700234,0,1,0
36,115,187.8562677753015,1,0,0
63,79,101.5756764688495,0,1,0
40,65,60.42525756616307,3,1,0
61,1,101.14095424598196,3,1,0
39,71,162.71761028060425,1,1,0
42,52,144.40967128975052,1,1,0
44,71,144.19508223593277,1,0,0
78,4,107.13933679217233,0,0,0
50,66,97.57184287122148,0,0,0
32,69,109.20856534240333,1,0,0
52,34,163.46852700991278,1,1,0
36,6,170.44364569022508,4,1,1
34,116,59.62550101972634,3,0,0
51,85,165.74055356588696,1,1,0
40,74,80.95672615462622,1,1,0
43,92,148.1352991104632,0,0,0
40,80,108.4820554522507,4,0,0
44,16,213.94731295433905,2,0,0
45,54,94.91552226113126,0,1,0
18,106,130.716710453687,3,1,0
48,34,156.39558945356566,0,1,0
28,116,67.56246899262707,0,0,0
23,7,115.62857667438328,2,1,0
39,39,104.00490692261177,0,1,0
41,42,89.17119099564161,1,1,0
32,74,93.61661991100563,2,0,0
50,21,186.72087588820767,2,0,1
24,27,84.08695591438,2,0,0
35,79,153.98447296029636,0,0,0
33,34,138.87570012186865,0,1,0
39,105,36.18119305348945,1,1,0
43,104,151.15016630558648,2,1,0
28,36,35.18920741453834,2,1,0
49,67,157.6855096899096,0,0,0
41,39,89.56850141214912,3,1,0
18,41,120.50203519538714,1,1,0
18,80,42.34320302241967,0,0,0
40,35,127.34293941628896,1,0,0
37,17,175.6170250782372,1,1,0
39,31,71.58207431864275,1,0,0
40,111,83.56997483135933,1,0,0
43,31,147.27726141404938,3,0,0
51,43,148.77709941881636,2,0,0
27,75,10.0,2,0,0
26,12,240.9243818269664,3,0,1
27,32,151.71320901289988,2,0,0
43,20,161.8151197471777,2,1,0
55,110,111.38757320027898,1,0,0
35,111,10.0,0,1,0
18,90,160.4833236750144,4,1,0
20,29,86.08871830614683,4,0,0
30,73,152.63590165100038,1,0,0
33,79,106.87193578423627,2,1,0
35,104,134.28236274698264,2,1,0
40,18,73.50021711544532,6,0,0
36,88,171.8633365607359,3,1,0
53,23,48.69725763253969,0,0,0
32,68,254.73416552035138,3,1,0
30,105,254.27691809922072,0,0,0
46,7,217.96197512799063,2,0,0
22,17,196.5287391464706,0,0,0
45,97,114.92709850598155,2,1,0
41,2,189.9928023448325,0,0,1
38,82,114.22941010343234,2,1,0
59,60,26.788947465281584,1,0,0
33,41,210.19208484184128,2,0,0
65,103,187.72946777535032,2,1,0
37,101,118.11965354067388,1,1,0
25,39,46.48894456013099,3,1,0
41,0,84.82795940526157,3,0,0
27,15,10.731264906749413,2,1,0
31,12,176.70485115707862,2,1,0
45,117,23.801461988149185,0,0,0
47,71,137.20985220880058,1,0,0
33,81,69.37839913321871,1,1,0
52,27,34.3977933000314,2,1,0
54,102,134.30130559671431,1,0,0
57,86,99.97203688127811,3,0,0
46,90,170.29134632552206,2,0,0
56,56,43.94368387627758,3,1,0
18,83,74.56112127157067,5,1,0
36,65,10.0,2,0,0
30,46,10.0,0,0,0
41,71,227.89154459871077,3,1,0
33,38,245.01589464598015,0,1,0
38,114,125.56357231343718,1,0,0
63,86,70.5702740456093,1,1,0
38,88,102.09306447059357,2,1,0
45,86,172.41445214918184,3,0,0
37,53,89.13665881067723,1,1,0
41,114,134.25803202250134,2,1,0
40,24,119.23463697112503,1,1,0
45,68,85.87123979502852,1,0,0
54,8,88.42843524048773,1,1,0
60,35,137.5992523011305,1,1,0
44,68,61.38671181675351,4,0,0
47,58,147.10376073741097,1,1,0
26,112,91.70526242104908,2,1,0
39,73,127.6420382788938,0,0,0
51,49,203.03775397011353,2,1,0
50,51,109.90847728638285,1,0,0
43,73,175.18826041151954,1,0,0
51,94,12.478028646970287,3,0,0
46,33,91.77821918156432,1,1,0
54,70,121.66131726456437,2,1,0
43,68,235.39984075238755,1,1,0
36,1,10.0,0,0,0
44,109,114.22740828643339,2,1,0
18,68,207.40133105497577,1,1,0
45,29,72.89877568398768,0,0,0
18,76,107.22967137445978,2,0,0
19,81,139.90433910333238,3,0,0
45,109,131.07051322336682,0,1,0
46,4,213.94622852726485,1,0,0
26,49,146.90842860439392,2,0,1
31,21,199.66637373085314,0,1,0
56,68,98.39949856140532,1,1,0
34,60,75.5684753249822,0,1,0
67,56,106.45660841882187,4,1,0
40,117,50.4538143979439,2,1,0
45,63,149.0107017726057,2,0,0
59,49,96.84731323468526,1,0,0
42,8,79.69266600135148,0,0,0
28,34,149.9195045772601,0,0,0
39,107,51.37705332154268,1,1,0
40,54,166.23013283134767,1,1,0
24,109,91.29975669051835,0,1,0
37,63,189.54578664565105,0,1,0
31,65,96.43574530622597,1,1,0
51,51,157.91457999347546,2,1,0
40,66,130.77374242637435,2,0,0
37,8,164.6341124228692,2,0,0
39,6,126.59681352885764,1,1,0
43,57,20.196155259405373,3,1,0
47,71,180.52761235452792,2,1,0
28,66,114.73902465252556,1,1,0
28,51,167.3709646412888,0,1,0
53,35,161.4147886121314,0,0,0
35,85,73.6022111393195,1,0,0
23,72,65.11227568948219,1,1,0
45,5,159.32130608694024,2,0,1
46,54,101.80505823536917,0,1,0
22,85,176.18575676798983,1,1,0
43,94,109.3079434282186,2,0,0
49,34,181.4045866468973,0,1,0
44,110,145.3982690525461,3,1,0
48,78,137.2784996228489,2,1,0
23,52,97.55932807558354,2,1,0
44,75,133.94565684369098,1,1,0
36,104,191.57116289716257,1,1,0
34,27,116.74707248020081,1,0,0
50,18,151.8704666210313,2,1,0
58,52,122.78160457498237,1,1,0
62,10,127.47624256472531,2,0,0
56,100,223.4046454162979,3,1,0
39,116,192.10380186237307,1,1,0
44,72,124.7642289117431,4,1,0
49,117,132.86724527616204,2,1,0
41,8,77.88776978694186,4,1,0
42,75,109.6217072241028,1,0,0
50,53,138.5638672529169,1,0,0
39,33,171.03681537414766,1,0,0
31,37,164.95325381465514,0,0,0
35,65,53.44445664572938,0,0,0
48,76,178.6189638407179,1,1,0
40,19,114.67357923734683,0,1,0
44,73,60.78051865934773,0,1,0
48,111,200.1830842459153,2,1,0
36,1,207.79673980427717,1,0,0
49,105,135.82481894043963,0,0,0
45,72,162.5276161143141,1,1,0
25,41,166.04695252466593,0,0,0
57,88,203.74632916873506,0,0,0
34,74,163.68411152590352,2,1,0
20,92,40.33870335368587,3,0,0
27,9,240.58846493826766,4,1,0
28,7,183.93941336880258,2,1,0
41,77,89.42854768363412,0,0,0
37,36,58.222495658555424,1,1,0
36,28,150.28880582424503,3,0,0
47,50,103.30439769794525,3,1,0
44,87,139.79972123993755,0,0,0
44,21,164.6044104766958,0,1,0
45,116,86.01348672019228,0,1,0
47,50,53.03352043893976,1,1,0
18,18,143.14910807231868,0,0,0
36,8,87.99672868338159,1,0,0
18,102,128.76574714394388,0,0,0
40,13,39.400413782264124,3,1,0
40,50,104.86903653152174,1,1,0
53,80,162.8971134623998,3,1,1
54,61,156.3559504588078,2,0,1
42,31,72.69852174760388,1,1,0
34,12,49.9041378409169,2,1,0
46,85,120.94582138510752,0,1,0
34,58,153.66196782116452,2,1,0
40,5,144.31050841155306,0,0,0
52,21,89.2704093383214,1,1,0
33,67,137.8694665491962,2,0,1
50,20,210.14132827655968,1,1,0
48,46,132.30868123854165,0,1,0
29,14,22.011123850882797,1,0,0
52,95,132.19202028603854,2,1,0
48,75,242.63741827275655,2,1,0
41,94,42.75655121306427,2,0,0
31,6,121.78347970974133,1,0,0
30,45,106.41987401807194,1,0,0
34,32,125.75297755650384,3,0,0
47,74,131.6551291892263,1,0,1
29,98,188.39831916377548,1,0,0
45,27,125.08699718404864,2,1,0
25,92,196.63557343272282,5,1,0
38,69,112.94066047281105,1,0,0
41,98,98.99179356152202,1,0,0
69,9,79.84902101768365,3,1,0
23,118,10.974778252790829,1,0,0
58,52,136.5468847155504,2,1,0
42,33,243.24001730831057,2,0,0
45,21,147.49412863715168,0,0,0
41,118,161.20484124970076,1,0,0
45,106,95.2181204991327,0,1,0
38,15,105.33999652357976,1,0,0
57,53,179.07848929999574,1,1,0
35,88,240.52161841738922,2,0,0
54,70,209.2768761478092,2,0,0
32,22,168.31467778368133,2,1,0
39,43,122.10903476343054,1,0,0
27,44,132.5831348560394,3,1,0
45,34,74.78956083430474,0,0,0
57,115,33.10994872184058,1,0,0
39,24,52.392098534403544,4,1,0
38,84,122.98800207131625,0,0,0
27,109,102.48046431439937,2,1,0
37,95,31.833497716818925,0,0,0
21,95,117.76059725701583,1,1,0
29,19,100.89418053204331,1,0,0
43,15,49.62906868295518,1,1,0
56,93,97.78925936279578,2,1,0
74,89,100.74281995701935,5,1,0
33,89,83.001771604532,1,0,0
57,50,175.60020988655637,3,0,0
43,62,10.0,2,0,0
38,1,10.0,2,0,0
45,34,120.1971470669455,2,0,0
41,63,125.76763136353836,1,1,0
41,15,144.2529081611384,1,1,0
35,15,87.66158950325436,0,1,0
23,5,64.9245716944601,3,1,0
21,25,119.56103203830315,2,1,0
48,119,93.50531187912023,1,1,0
37,83,213.06428427934165,1,1,0
33,113,100.5463650044885,1,1,0
40,30,116.80889089697533,0,0,0
50,71,268.5250883758765,0,0,0
42,107,108.31438639615878,0,0,0
32,42,153.36941191194543,3,1,0
55,78,158.7785660031812,1,1,0
59,83,163.88409862309288,1,1,0
46,99,137.36923592467514,1,1,0
52,116,131.63044766463057,0,0,0
55,73,126.02005739022697,1,1,0
54,69,85.4403658659736,0,1,0
47,104,139.5311281703561,1,0,0
47,82,241.71875024547552,1,1,0
46,43,192.64091453781344,2,1,0
27,75,138.2350813334782,2,0,0
48,65,171.34978788635942,2,0,0
24,27,67.84944547616087,1,0,0
30,61,104.36927074801687,4,0,1
56,74,176.87099065104331,3,0,0
50,108,209.2300316074915,1,1,0
58,69,73.74802967427732,3,1,0
37,19,90.98470143461057,1,1,0
26,118,250.88254763271217,1,0,0
37,69,125.77567498613834,1,1,0
41,34,229.40171836202273,2,0,0
41,90,132.41143903654753,2,0,0
54,46,134.7708169395261,2,0,0
36,44,101.67054674040615,2,0,0
44,100,176.55330849061372,2,1,0
28,104,201.46665301823998,1,1,0
45,62,57.89986619154798,2,1,0
40,44,98.8529668667738,1,1,0
31,103,174.90471146245324,2,1,0
37,20,112.22708173294032,1,1,0
38,89,90.39687188800738,3,0,0
37,70,180.5725292321641,3,0,0
61,102,186.20719228275067,1,1,0
39,50,93.02147455967169,0,1,0
37,99,132.74199167927674,1,1,0
18,1,47.49151224574602,5,0,0
29,90,66.27114537127805,1,1,0
37,8,127.4499139280028,0,0,0
32,77,121.88440725479062,2,0,0
57,23,61.98743449616193,2,1,0
38,115,77.04156451646547,1,0,0
55,92,56.09733780266644,2,0,0
41,12,147.30359141479263,0,1,0
40,107,10.0,1,1,0
39,30,59.30536622638823,2,0,1
40,65,10.0,1,1,0
61,10,145.14123623147884,2,0,0
18,12,11.83598699671791,2,0,1
18,28,121.90375191213242,0,0,0
33,64,218.3714409448454,0,0,0
40,65,220.40603887625412,2,0,0
48,102,11.645545849270732,1,1,0
46,19,137.90457609785733,1,0,0
35,89,60.66172221717272,2,1,0
52,0,48.41183785738452,1,1,0
52,34,113.19180273659556,1,1,0
42,21,193.6974694159875,1,1,0
52,14,155.97953245322148,0,0,0
43,70,77.09154429102716,3,1,0
33,108,162.30203984460016,0,1,0
48,80,10.0,2,1,0
41,102,74.82325209400558,2,1,0
40,70,70.56650731792496,2,0,0
58,6,124.69924150433587,2,0,0
18,41,107.83032218040002,1,0,0
23,98,111.5117343828069,4,0,0
26,5,109.51682819363168,1,0,0
36,11,121.34443445934522,0,1,0
37,100,152.40785801749342,1,0,0
22,7,128.95986156614296,0,0,0
28,115,102.9388910037265,1,0,0
30,91,144.10489678828694,3,0,0
69,79,169.56741261916582,3,0,0
62,64,86.63844655664224,0,1,0
35,10,116.43583615963945,1,1,0
36,49,189.71439378279518,5,0,0
26,96,53.834359363958605,1,1,0
18,108,228.28213177535662,3,1,0
39,53,39.65070151562547,2,0,0
28,100,99.2781233277158,2,1,0
39,93,62.98860018743928,0,1,0
21,6,251.2756198121626,1,1,0
31,74,89.7989982691709,3,1,0
42,73,89.94953060828803,0,0,0
44,65,97.75507560360485,1,0,0
45,92,125.73616847363702,2,0,0
24,106,100.29349326572934,2,1,0
50,66,112.02679172265603,0,1,0
30,38,10.0,5,0,0
48,117,123.42959016010964,1,1,0
40,115,121.06839728919869,3,0,0
23,82,182.3141278447436,1,0,0
36,76,198.54365689676413,2,0,0
44,12,108.73751631649215,0,0,0
47,48,168.9737449004373,2,0,0
38,23,53.90587317331161,2,1,0
58,61,166.04054056176628,0,0,0
52,99,85.65145205192539,4,0,0
37,26,48.91815191219671,3,0,0
49,119,108.86467930775697,1,1,0
63,15,204.02834683186674,3,1,0
64,11,130.86033220385082,0,1,0
25,116,209.7892888607028,3,0,0
29,12,75.07603717105175,1,0,0
58,88,182.8710662728794,2,0,0
27,91,80.87039776578328,2,1,0
24,39,133.5197202893522,0,0,0
34,7,133.0009697195649,2,1,0
45,37,159.68950403545037,1,0,0
39,8,135.04443719467966,2,1,0
32,80,75.64892773069096,1,0,0
32,106,172.81841712555382,1,1,0
31,119,223.89939565952366,1,0,0
29,96,84.9717946646329,2,0,0
67,92,10.0,1,1,0
44,105,149.95917410122732,1,1,0
51,92,100.12917635687106,4,1,0
34,78,112.1338286426822,1,0,0
38,119,153.3706653438607,2,1,0
31,38,92.61645421046408,3,0,1
18,49,103.86888171937971,2,1,1
23,108,113.99282898380481,1,1,0
18,37,208.18523627910096,2,1,0
18,35,121.80417624681489,4,0,0
26,18,45.859585151102394,2,1,0
56,33,48.24729113153309,1,1,0
39,71,128.35379529957606,3,0,0
55,106,52.23431995854126,4,0,0
45,16,26.261790784550353,0,1,0
49,81,158.13215945604063,0,0,0
29,91,161.06990417211867,2,0,0
46,107,97.9118079663688,1,1,0
49,90,137.61955746910255,2,1,0
33,18,131.28729865173003,0,0,0
47,58,156.14516315814512,2,1,0
47,114,156.28499423638797,2,0,0
33,109,10.0,3,0,0
27,73,105.57006249105635,0,0,0
26,115,151.07425129068798,3,0,0
41,80,95.37260453765913,0,1,0
44,7,122.1721583555896,1,0,0
30,109,165.04199890068466,4,1,0
40,20,124.85551399512974,1,0,0
47,45,210.475165034092,2,1,0
47,28,187.61917513686726,0,0,0
59,86,112.88615082171395,3,1,0
55,3,108.11722975651328,5,1,0
28,76,10.0,4,1,0
60,103,100.40986818656845,2,1,0
34,94,38.803866437368406,1,0,0
53,36,133.27377252003737,2,0,0
41,107,129.1722426672001,1,0,0
35,43,161.75134536160667,6,0,0
18,81,203.80022831689146,0,1,0
38,60,118.4238342196819,1,0,0
21,8,256.82497871539175,4,0,0
52,0,133.94708671319424,1,1,0
58,21,41.38701637700203,1,1,0
30,112,86.27568749339281,2,1,0
44,114,97.63519798153068,1,0,0
31,49,155.52762906920273,0,0,0
32,116,63.16500598624196,0,1,0
49,5,102.12144703143623,1,1,0
40,116,110.3375831522348,3,0,0
61,27,93.11275154066738,0,1,0
34,4,168.6849229007831,1,1,0
52,90,158.47928330792135,1,1,0
41,45,189.99402810623752,2,1,0
50,35,100.13848913332802,2,0,0
35,91,192.1516540588741,1,0,0
39,39,38.16017484137725,0,0,0
39,90,36.696941940608575,1,0,0
30,23,47.1718988345272,1,0,0
48,10,120.55270155792536,4,1,0
48,38,192.14268699466533,1,1,0
47,73,83.87147516162219,2,0,0
58,26,91.39839570213377,2,0,0
57,17,107.03892268143974,3,0,0
36,89,154.3696874032593,2,1,0
44,59,91.34248179872557,1,1,0
33,51,87.99498252500992,0,0,0
40,28,39.276284198538576,0,0,1
33,2,85.69673332937273,1,0,0
59,6,190.64770517611996,2,0,1
44,81,125.4555605087086,1,0,0
37,9,75.60872938512509,3,0,1
54,29,194.16863836373605,1,1,0
18,109,84.88718987638876,4,0,0
18,41,205.19733476894794,2,1,0
50,89,204.21641867400604,0,1,0
41,41,123.36069758248011,1,0,0
43,111,30.087028357698745,2,0,0
24,98,257.3700369207453,2,1,0
40,56,143.23656337587278,1,0,0
64,82,100.5667785167646,1,0,0
50,49,177.36767488650335,0,1,0
42,113,162.13816722128084,1,0,0
35,43,198.65630099318642,1,1,0
35,100,80.25913267920622,2,0,0
18,73,139.10840476646354,1,0,0
43,77,48.84778618530379,1,0,0
50,42,159.98006374447405,2,1,0
21,99,118.62327782236875,3,1,0
32,89,136.86055532920872,2,1,0
26,97,111.21901656957179,0,0,0
28,96,104.94067076469833,0,0,0
41,18,67.90612955911716,2,1,0
18,105,167.42581288105401,2,0,0
47,101,209.38224220448626,2,0,0
49,29,86.59989846539489,1,1,0
37,117,153.2124302982657,0,1,0
18,63,145.93101747961452,3,0,1
28,38,120.48586868093152,7,0,0
55,26,28.404255998117,3,0,0
18,43,41.90415893336445,1,1,0
36,4,73.14108293090577,1,1,0
26,82,10.0,1,0,0
50,84,204.4818437943369,0,0,0
32,80,142.06219375078282,2,0,0
45,65,118.20233709605269,1,0,0
47,43,10.0,2,0,0
62,86,10.56774869877598,3,0,0
38,104,119.8595167087825,5,1,0
45,10,238.2293979290386,2,1,1
22,45,78.0813482476151,0,1,0
54,119,171.82788086474628,1,1,0
31,103,91.20585553950235,2,1,0
33,119,123.314355557332,2,0,0
40,21,192.88103093357591,0,1,0
21,55,99.24290219000736,1,0,0
43,15,78.593705516872,1,0,0
52,103,205.08423324748583,1,1,0
44,62,122.73346926681572,1,1,0
21,29,185.47230543516977,0,1,0
39,10,78.88506639691879,0,1,0
49,88,204.40045253765854,4,1,0
18,97,136.41763647207665,1,1,0
27,105,146.0872575728795,1,0,0
51,116,127.89775868575047,2,0,0
43,97,89.67150108020991,0,0,0
45,94,119.8990313703017,2,1,0
62,97,93.44458572063803,0,0,0
46,119,177.57276375868713,3,0,0
48,55,107.81656997588026,1,1,0
73,91,30.209566332366027,1,0,0
37,98,19.234575900642973,0,1,0
30,13,16.396910860774533,5,0,1
45,82,157.0782454532365,1,0,0
45,40,50.909741317593344,1,0,0
34,15,138.005146550314,3,1,0
28,20,128.1944710494848,1,1,0
68,13,116.11748430541337,0,1,0
44,107,146.30431220294216,3,0,0
31,92,129.49821222543156,1,1,0
51,12,10.0,0,0,0
39,75,100.58248554909059,2,0,0
37,79,145.50618804380585,3,0,0
47,62,218.4169686452999,0,0,0
24,72,221.18745699494986,2,0,0
44,108,38.210969184884604,0,1,0
63,62,99.01648204123362,2,0,0
46,79,26.033111177520126,0,0,0
35,68,211.19310450660498,0,0,0
34,47,180.77137248891304,1,0,0
35,106,141.0352732117905,1,1,0
37,49,129.96569167561262,1,0,0
35,95,202.83786602096845,2,0,0
51,72,192.67951168560833,3,1,0
19,82,189.48268179936727,1,1,0
50,91,147.40079158693558,0,0,0
35,88,99.04630202915024,0,0,0
45,67,166.02748992105344,0,1,0
26,73,168.96251431530686,2,1,0
56,61,108.56175182448241,2,1,0
55,40,98.92506486994552,1,1,0
52,87,187.9987961734926,4,1,0
22,105,219.8469665261764,4,0,0
50,84,75.03625314511403,0,1,0
45,92,104.19739947312154,0,1,0
21,99,141.05598458728187,3,1,0
40,44,149.19593986491662,1,1,0
44,7,88.65801844552234,3,1,0
47,40,233.01123782064263,1,0,1
42,90,145.32571593271027,0,1,0
43,97,151.88300450823317,1,1,0
58,61,225.53304489070524,1,1,0
55,93,93.0563024853246,2,0,0
18,8,114.69408741346332,2,1,0
36,77,44.80066625870227,0,1,0
38,81,109.65897166478531,2,0,0
19,60,30.664348563878235,0,0,0
41,85,164.87096125159033,3,1,0
55,58,145.19980500419953,2,0,0
27,62,103.3758415776876,2,1,0
44,72,113.97457753092912,1,1,0
29,95,165.68798491133944,2,1,0
32,29,51.85223478660612,1,0,0
58,36,132.2500720471514,1,0,0
33,50,161.97058838752466,2,0,0
46,24,13.063555355565502,2,0,0
18,40,161.09628034212116,4,1,0
62,42,19.55625220430599,1,1,0
47,37,112.94433096890805,1,0,0
38,49,50.19653375428642,2,1,0
47,60,205.87479475740088,2,1,0
23,83,50.57273675085915,0,0,0
54,36,20.988606482077046,0,0,0
36,101,128.00112849577894,1,1,0
38,57,95.17782119875062,2,1,0
34,86,29.723686280164014,2,1,0
33,13,151.54891194929095,2,0,0
48,20,10.0,0,0,0
43,54,57.8255416450125,4,0,0
48,43,85.48690377475292,1,1,0
40,59,168.1333435293084,0,0,1
46,19,197.72810202078912,0,0,0
35,56,186.16693483965437,2,1,0
67,82,110.80357257226603,3,0,0
21,87,10.0,3,1,0
55,29,143.45118127311352,0,0,0
56,41,208.2344243534768,1,0,0
30,63,194.0274244688141,1,0,0
67,62,147.7769405846232,2,1,0
52,95,48.629834139692846,0,1,0
52,46,88.4815797822951,1,1,0
40,80,236.02886392474048,1,0,0
37,106,34.99622792015197,2,1,0
37,35,51.12952631097685,3,1,0
45,98,176.55309306991705,6,0,0
57,39,94.13044531166832,3,1,0
42,40,49.09469266772269,2,0,0
29,78,211.67827072338093,0,0,0
50,74,147.6633586887084,1,1,0
51,65,97.09193013736932,2,1,0
48,27,51.253509846029075,0,1,1
49,11,242.84439383159628,0,0,0
37,109,118.53289087520355,1,0,0
29,104,203.83968374816965,3,1,0
30,106,173.6180126765664,0,1,0
20,61,88.74590630020596,2,1,0
43,106,89.22353310061314,2,1,0
39,56,206.7788938760352,0,1,0
35,9,207.75103995719866,1,1,0
18,23,10.0,3,0,0
25,32,152.98681565893153,0,0,0
53,45,112.72711171658283,1,1,0
32,112,58.00061022368964,3,1,0
44,39,135.70476568303184,1,1,0
23,73,39.02419254081634,1,1,0
57,32,92.012678721234,2,0,0
38,77,72.09157603380194,1,1,0
43,68,90.01252415064009,1,1,0
68,18,115.71129038028054,1,1,0
58,55,59.06600028567082,2,0,0
36,12,214.39074173239786,3,0,0
33,106,149.59699400364752,1,0,0
36,84,227.6737817029233,2,0,0
46,112,110.39520185531883,1,0,0
39,105,87.07260226217346,1,0,0
35,26,225.50493686958168,0,0,0
58,84,85.3164156075609,2,1,0
39,12,109.30247868065251,4,1,0
68,115,163.2028446298389,1,0,0
41,94,45.7364515021633,2,0,0
61,81,162.677681087619,2,1,0
44,119,155.00082396987617,2,0,0
52,101,196.15951908226995,1,0,0
31,103,173.40267018060845,2,0,0
30,12,197.99870117265425,4,1,0
46,2,113.37468596949539,2,0,0
52,115,68.23978087757637,0,1,0
40,30,246.59912484500174,3,1,0
25,51,28.398263068681988,1,0,0
24,5,34.409215267571525,1,1,0
23,74,153.9076824305299,0,1,0
19,98,217.49916289064097,0,0,0
41,101,131.3730507548499,1,1,0
54,69,179.95822198213236,2,0,0
40,79,10.0,3,0,0
18,61,90.02730226913177,1,0,0
38,53,10.0,1,1,1
38,66,166.8246574937196,1,1,0
65,112,27.16612040465913,2,0,0
23,30,43.33086923804117,0,0,0
35,56,150.84151229768418,1,1,0
60,72,183.70946112106378,1,1,0
45,68,110.461913506247,1,0,0
47,3,154.2103502465106,4,1,0
41,34,152.26729001238553,2,1,0
44,77,107.07438843345167,0,0,0
49,83,54.317671026825074,2,0,0
30,88,153.89348441307854,2,0,0
51,118,156.78574144650497,2,1,0
24,80,173.64146418541551,4,0,0
44,69,138.72398544473384,2,1,0
42,39,49.89000519124042,2,0,0
33,44,161.42040968215082,5,1,0
40,99,119.91713518629952,1,0,0
33,56,91.03575334059941,2,1,0
27,85,102.32184976837726,1,1,0
36,14,78.58456929657721,2,1,0
27,15,173.33062673126574,1,0,0
44,25,34.91311598519878,0,1,0
26,23,60.3908439116149,3,0,0
49,72,100.27362691969832,0,0,0
26,76,216.82505089434,1,1,0
33,66,183.25683294557092,1,1,0
33,34,21.549551805166473,2,1,1
56,69,201.08082532514916,2,1,0
44,14,200.96521301902104,3,0,0
37,56,49.559500438641415,1,1,0
46,18,10.0,2,1,0
18,9,115.66670265916545,0,1,0
39,19,187.34546455798932,0,0,0
64,13,215.47571818801214,0,1,0
42,57,67.75036413832498,1,1,0
41,65,225.11874627977792,2,1,0
47,72,10.0,0,1,0
51,52,97.91696317024274,2,0,1
18,21,94.96735984705516,0,0,0
20,2,189.14022149545818,2,1,0
43,85,197.8981479563868,3,0,0
31,117,177.25341932600372,1,1,0
56,33,38.966997075246326,1,0,0
36,24,171.7571419079353,4,0,0
18,37,150.5425181156095,0,1,0
25,25,19.725936883224552,1,0,0
18,26,10.0,0,0,1
37,59,182.27935740124656,2,1,0
38,94,109.19404194124533,3,1,0
35,85,42.889074452707476,2,0,0
53,115,107.50968427747388,3,0,0
54,42,141.84246486679217,2,0,0
38,59,115.02893239994718,0,1,0
18,45,26.88083081243482,1,1,0
47,5,233.1334142138466,2,0,0
47,46,180.25307813927353,2,0,0
44,31,99.87735289959197,5,1,1
52,57,102.29432064586274,1,0,0
26,18,141.56924368279056,1,0,0
64,88,52.2227162555801,1,1,0
28,101,139.36058619221814,2,0,0
49,115,40.156053788354065,1,1,0
20,10,115.76794698929004,0,0,0
29,14,49.88571000858847,1,0,0
58,115,52.914961060397125,2,1,0
37,101,218.74335681709258,2,1,0
50,70,123.55355365707325,0,0,0
43,38,132.44438912407006,2,0,0
39,62,10.0,4,0,0
56,64,84.17989448873713,2,0,0
37,101,147.67272712226082,0,0,0
19,63,131.6481759568503,1,1,0
30,3,10.0,1,0,0
47,83,132.42827499942487,0,0,0
45,93,141.99352821298137,0,1,0
21,35,197.02571989192197,0,1,0
31,13,80.68613286369943,0,0,0
33,17,10.0,0,0,0
36,100,60.19375489169067,2,1,0
23,53,54.176097667886566,1,0,0
32,63,164.20253266679845,1,1,0
31,115,10.0,1,1,0
49,7,93.09861239564268,2,1,0
50,24,205.5477284146353,1,1,0
38,99,120.43274777001808,3,0,0
35,64,173.77900897058544,2,1,0
42,3,21.492099986934736,2,1,0
30,84,23.88062920762064,2,0,0
26,16,206.23454747071406,2,1,0
