store,item,date,sales
S1,I3,2022-04-03,44.4
S1,I3,2022-04-04,49.3
S1,I3,2022-04-05,48.6
S1,I3,2022-04-06,55.4
S1,I3,2022-04-07,55.9
S1,I3,2022-04-08,45.9
S1,I3,2022-04-09,49.8
S1,I3,2022-04-10,43.5
S1,I3,2022-04-11,46.7
S1,I3,2022-04-12,59.0
S1,I3,2022-04-13,54.9
S1,I3,2022-04-14,53.5
S1,I3,2022-04-15,45.4
S1,I3,2022-04-16,34.2
S1,I3,2022-04-17,37.5
S1,I3,2022-04-18,50.6
S1,I3,2022-04-19,67.7
S1,I3,2022-04-20,50.2
S1,I3,2022-04-21,61.7
S1,I3,2022-04-22,46.9
S1,I3,2022-04-23,40.9
S1,I3,2022-04-24,42.6
S1,I3,2022-04-25,42.8
S1,I3,2022-04-26,50.2
S1,I3,2022-04-27,62.7
S1,I3,2022-04-28,58.4
S1,I3,2022-04-29,30.6
S1,I3,2022-04-30,43.5
S1,I3,2022-05-01,45.4
S1,I3,2022-05-02,49.6
S1,I3,2022-05-03,60.5
S1,I3,2022-05-04,56.3
S1,I3,2022-05-05,62.5
S1,I3,2022-05-06,40.5
S1,I3,2022-05-07,32.0
S1,I3,2022-05-08,44.4
S1,I3,2022-05-09,45.9
S1,I3,2022-05-10,59.0
S1,I3,2022-05-11,52.6
S1,I3,2022-05-12,52.9
S1,I3,2022-05-13,44.1
S1,I3,2022-05-14,38.7
S1,I3,2022-05-15,45.3
S1,I3,2022-05-16,55.7
S1,I3,2022-05-17,60.5
S1,I3,2022-05-18,63.1
S1,I3,2022-05-19,64.6
S1,I3,2022-05-20,41.2
S1,I3,2022-05-21,44.5
S1,I3,2022-05-22,51.7
S1,I3,2022-05-23,59.2
S1,I3,2022-05-24,52.6
S1,I3,2022-05-25,63.7
S1,I3,2022-05-26,63.6
S1,I3,2022-05-27,50.5
S1,I3,2022-05-28,44.8
S1,I3,2022-05-29,49.4
S1,I3,2022-05-30,47.3
S1,I3,2022-05-31,64.9
S1,I3,2022-06-01,56.1
S1,I3,2022-06-02,58.1
S1,I3,2022-06-03,54.1
S1,I3,2022-06-04,41.7
S1,I3,2022-06-05,48.8
S1,I3,2022-06-06,66.3
S1,I3,2022-06-07,52.5
S1,I3,2022-06-08,64.1
S1,I3,2022-06-09,51.7
S1,I3,2022-06-10,51.2
S1,I3,2022-06-11,44.6
S1,I3,2022-06-12,47.2
S1,I3,2022-06-13,57.0
S1,I3,2022-06-14,58.3
S1,I3,2022-06-15,70.2
S1,I3,2022-06-16,47.9
S1,I3,2022-06-17,58.0
S1,I3,2022-06-18,48.7
S1,I3,2022-06-19,51.5
S1,I3,2022-06-20,48.8
S1,I3,2022-06-21,58.3
S1,I3,2022-06-22,64.0
S1,I3,2022-06-23,56.5
S1,I3,2022-06-24,57.5
S1,I3,2022-06-25,48.2
S1,I3,2022-06-26,35.2
S1,I3,2022-06-27,60.1
S1,I3,2022-06-28,62.5
S1,I3,2022-06-29,58.5
S1,I3,2022-06-30,54.3
S1,I3,2022-07-01,51.9
S1,I3,2022-07-02,28.8
S1,I3,2022-07-03,53.0
S1,I3,2022-07-04,48.5
S1,I3,2022-07-05,58.4
S1,I3,2022-07-06,68.6
S1,I3,2022-07-07,66.3
S1,I3,2022-07-08,48.9
S1,I3,2022-07-09,45.7
S1,I3,2022-07-10,44.3
S1,I3,2022-07-11,60.5
S1,I3,2022-07-12,62.7
S1,I3,2022-07-13,63.8
S1,I3,2022-07-14,58.9
S1,I3,2022-07-15,42.2
S1,I3,2022-07-16,44.1
S1,I3,2022-07-17,38.1
S1,I3,2022-07-18,57.9
S1,I3,2022-07-19,58.8
S1,I3,2022-07-20,71.7
S1,I3,2022-07-21,55.0
S1,I3,2022-07-22,41.8
S1,I3,2022-07-23,54.3
S1,I3,2022-07-24,51.2
S1,I3,2022-07-25,54.9
S1,I3,2022-07-26,62.0
S1,I3,2022-07-27,66.3
S1,I3,2022-07-28,59.1
S1,I3,2022-07-29,47.1
S1,I3,2022-07-30,46.6
S1,I3,2022-07-31,37.4
S1,I3,2022-08-01,58.3
S1,I3,2022-08-02,61.8
S1,I3,2022-08-03,64.2
S1,I3,2022-08-04,53.8
S1,I3,2022-08-05,57.3
S1,I3,2022-08-06,52.6
S1,I3,2022-08-07,41.1
S1,I3,2022-08-08,49.3
S1,I3,2022-08-09,52.2
S1,I3,2022-08-10,61.5
S1,I3,2022-08-11,58.0
S1,I3,2022-08-12,57.0
S1,I3,2022-08-13,38.6
S1,I3,2022-08-14,52.6
S1,I3,2022-08-15,48.6
S1,I3,2022-08-16,67.5
S1,I3,2022-08-17,72.6
S1,I3,2022-08-18,64.8
S1,I3,2022-08-19,49.8
S1,I3,2022-08-20,36.0
S1,I3,2022-08-21,34.9
S1,I3,2022-08-22,50.7
S1,I3,2022-08-23,53.4
S1,I3,2022-08-24,62.6
S1,I3,2022-08-25,62.4
S1,I3,2022-08-26,63.6
S1,I3,2022-08-27,37.9
S1,I3,2022-08-28,47.5
S1,I3,2022-08-29,49.1
S1,I3,2022-08-30,63.5
S1,I3,2022-08-31,65.7
S1,I3,2022-09-01,49.6
S1,I3,2022-09-02,51.6
S1,I3,2022-09-03,54.1
S1,I3,2022-09-04,41.1
S1,I3,2022-09-05,50.8
S1,I3,2022-09-06,67.6
S1,I3,2022-09-07,64.6
S1,I3,2022-09-08,53.1
S1,I3,2022-09-09,39.7
S1,I3,2022-09-10,49.2
S1,I3,2022-09-11,40.7
S1,I3,2022-09-12,47.8
S1,I3,2022-09-13,65.3
S1,I3,2022-09-14,63.6
S1,I3,2022-09-15,53.9
S1,I3,2022-09-16,54.8
S1,I3,2022-09-17,42.3
S1,I3,2022-09-18,55.5
S1,I3,2022-09-19,48.5
S1,I3,2022-09-20,58.9
S1,I3,2022-09-21,73.3
S1,I3,2022-09-22,67.2
S1,I3,2022-09-23,52.6
S1,I3,2022-09-24,43.3
S1,I3,2022-09-25,45.8
S1,I3,2022-09-26,58.7
S1,I3,2022-09-27,64.2
S1,I3,2022-09-28,67.6
S1,I3,2022-09-29,62.8
S1,I3,2022-09-30,48.2
S1,I3,2022-10-01,33.6
S1,I3,2022-10-02,50.3
S1,I3,2022-10-03,61.4
S1,I3,2022-10-04,51.9
S1,I3,2022-10-05,62.7
S1,I3,2022-10-06,58.7
S1,I3,2022-10-07,51.5
S1,I3,2022-10-08,42.9
S1,I3,2022-10-09,59.9
S1,I3,2022-10-10,55.6
S1,I3,2022-10-11,55.1
S1,I3,2022-10-12,70.0
S1,I3,2022-10-13,57.9
S1,I3,2022-10-14,50.6
S1,I3,2022-10-15,50.9
S1,I3,2022-10-16,46.6
S1,I3,2022-10-17,62.3
S1,I3,2022-10-18,59.5
S1,I3,2022-10-19,63.2
S1,I3,2022-10-20,57.8
S1,I3,2022-10-21,49.9
S1,I3,2022-10-22,54.5
S1,I3,2022-10-23,53.5
S1,I3,2022-10-24,65.2
S1,I3,2022-10-25,73.3
S1,I3,2022-10-26,61.3
S1,I3,2022-10-27,61.2
S1,I3,2022-10-28,47.0
S1,I3,2022-10-29,49.6
S1,I3,2022-10-30,44.1
S1,I3,2022-10-31,52.6
S1,I3,2022-11-01,62.4
S1,I3,2022-11-02,66.0
S1,I3,2022-11-03,62.0
S1,I3,2022-11-04,55.5
S1,I3,2022-11-05,43.4
S1,I3,2022-11-06,60.6
S1,I3,2022-11-07,53.5
S1,I3,2022-11-08,65.8
S1,I3,2022-11-09,62.7
S1,I3,2022-11-10,70.7
S1,I3,2022-11-11,61.9
S1,I3,2022-11-12,48.4
S1,I3,2022-11-13,41.4
S1,I3,2022-11-14,66.1
S1,I3,2022-11-15,60.4
S1,I3,2022-11-16,71.9
S1,I3,2022-11-17,63.3
S1,I3,2022-11-18,50.4
S1,I3,2022-11-19,38.0
S1,I3,2022-11-20,43.3
S1,I3,2022-11-21,60.9
S1,I3,2022-11-22,70.8
S1,I3,2022-11-23,74.7
S1,I3,2022-11-24,51.0
S1,I3,2022-11-25,51.2
S1,I3,2022-11-26,53.2
S1,I3,2022-11-27,42.9
S1,I3,2022-11-28,58.2
S1,I3,2022-11-29,64.1
S1,I3,2022-11-30,67.6
S1,I3,2022-12-01,50.2
S1,I3,2022-12-02,49.8
S1,I3,2022-12-03,43.2
S1,I3,2022-12-04,52.8
S1,I3,2022-12-05,56.5
S1,I3,2022-12-06,64.9
S1,I3,2022-12-07,70.8
S1,I3,2022-12-08,72.5
S1,I3,2022-12-09,46.5
S1,I3,2022-12-10,43.5
S1,I3,2022-12-11,48.4
S1,I3,2022-12-12,45.4
S1,I3,2022-12-13,64.6
S1,I3,2022-12-14,66.5
S1,I3,2022-12-15,58.5
S1,I3,2022-12-16,59.1
S1,I3,2022-12-17,38.3
S1,I3,2022-12-18,41.5
S1,I3,2022-12-19,60.6
S1,I3,2022-12-20,67.3
S1,I3,2022-12-21,67.3
S1,I3,2022-12-22,66.2
S1,I3,2022-12-23,57.5
S1,I3,2022-12-24,47.2
S1,I3,2022-12-25,49.5
S1,I3,2022-12-26,51.4
S1,I3,2022-12-27,55.2
S1,I3,2022-12-28,71.2
S1,I3,2022-12-29,67.0
S1,I3,2022-12-30,62.9
S1,I3,2022-12-31,45.5
S1,I4,2022-01-01,42.7
S1,I4,2022-01-02,31.3
S1,I4,2022-01-03,47.6
S1,I4,2022-01-04,62.4
S1,I4,2022-01-05,65.2
S1,I4,2022-01-06,46.2
S1,I4,2022-01-07,45.0
S1,I4,2022-01-08,44.5
S1,I4,2022-01-09,46.3
S1,I4,2022-01-10,49.5
S1,I4,2022-01-11,52.5
S1,I4,2022-01-12,59.7
S1,I4,2022-01-13,56.4
S1,I4,2022-01-14,43.5
S1,I4,2022-01-15,47.4
S1,I4,2022-01-16,47.9
S1,I4,2022-01-17,50.0
S1,I4,2022-01-18,64.8
S1,I4,2022-01-19,63.7
S1,I4,2022-01-20,52.4
S1,I4,2022-01-21,51.2
S1,I4,2022-01-22,43.2
S1,I4,2022-01-23,46.2
S1,I4,2022-01-24,63.2
S1,I4,2022-01-25,58.1
S1,I4,2022-01-26,57.4
S1,I4,2022-01-27,57.9
S1,I4,2022-01-28,45.5
S1,I4,2022-01-29,38.6
S1,I4,2022-01-30,36.8
S1,I4,2022-01-31,54.1
S1,I4,2022-02-01,54.9
S1,I4,2022-02-02,65.1
S1,I4,2022-02-03,52.0
S1,I4,2022-02-04,42.8
S1,I4,2022-02-05,39.7
S1,I4,2022-02-06,50.2
S1,I4,2022-02-07,55.1
S1,I4,2022-02-08,71.7
S1,I4,2022-02-09,57.2
S1,I4,2022-02-10,55.2
S1,I4,2022-02-11,44.9
S1,I4,2022-02-12,35.6
S1,I4,2022-02-13,45.3
S1,I4,2022-02-14,49.5
S1,I4,2022-02-15,52.0
S1,I4,2022-02-16,64.8
S1,I4,2022-02-17,54.7
S1,I4,2022-02-18,42.8
S1,I4,2022-02-19,43.3
S1,I4,2022-02-20,46.7
S1,I4,2022-02-21,44.1
S1,I4,2022-02-22,51.4
S1,I4,2022-02-23,68.1
S1,I4,2022-02-24,54.0
S1,I4,2022-02-25,38.8
S1,I4,2022-02-26,36.0
S1,I4,2022-02-27,37.9
S1,I4,2022-02-28,49.8
S1,I4,2022-03-01,59.4
S1,I4,2022-03-02,53.8
S1,I4,2022-03-03,55.2
S1,I4,2022-03-04,53.2
S1,I4,2022-03-05,27.4
S1,I4,2022-03-06,53.7
S1,I4,2022-03-07,43.5
S1,I4,2022-03-08,58.9
S1,I4,2022-03-09,67.1
S1,I4,2022-03-10,61.9
S1,I4,2022-03-11,48.3
S1,I4,2022-03-12,29.4
S1,I4,2022-03-13,43.9
S1,I4,2022-03-14,56.7
S1,I4,2022-03-15,56.0
S1,I4,2022-03-16,63.6
S1,I4,2022-03-17,60.2
S1,I4,2022-03-18,47.4
S1,I4,2022-03-19,40.7
S1,I4,2022-03-20,34.7
S1,I4,2022-03-21,52.9
S1,I4,2022-03-22,65.3
S1,I4,2022-03-23,55.1
S1,I4,2022-03-24,58.7
S1,I4,2022-03-25,54.0
S1,I4,2022-03-26,41.0
S1,I4,2022-03-27,30.5
S1,I4,2022-03-28,45.2
S1,I4,2022-03-29,66.3
S1,I4,2022-03-30,56.1
S1,I4,2022-03-31,50.7
S1,I4,2022-04-01,53.3
S1,I4,2022-04-02,47.2
S1,I4,2022-04-03,48.2
S1,I4,2022-04-04,54.3
S1,I4,2022-04-05,69.4
S1,I4,2022-04-06,60.5
S1,I4,2022-04-07,54.2
S1,I4,2022-04-08,63.0
S1,I4,2022-04-09,44.8
S1,I4,2022-04-10,36.4
S1,I4,2022-04-11,52.7
S1,I4,2022-04-12,66.5
S1,I4,2022-04-13,65.2
S1,I4,2022-04-14,53.9
S1,I4,2022-04-15,55.1
S1,I4,2022-04-16,44.2
S1,I4,2022-04-17,55.3
S1,I4,2022-04-18,47.6
S1,I4,2022-04-19,53.4
S1,I4,2022-04-20,59.3
S1,I4,2022-04-21,54.7
S1,I4,2022-04-22,42.5
S1,I4,2022-04-23,28.1
S1,I4,2022-04-24,42.4
S1,I4,2022-04-25,52.4
S1,I4,2022-04-26,60.0
S1,I4,2022-04-27,76.3
S1,I4,2022-04-28,55.6
S1,I4,2022-04-29,56.2
S1,I4,2022-04-30,43.5
S1,I4,2022-05-01,50.0
S1,I4,2022-05-02,58.8
S1,I4,2022-05-03,68.9
S1,I4,2022-05-04,57.4
S1,I4,2022-05-05,60.9
S1,I4,2022-05-06,53.9
S1,I4,2022-05-07,40.9
S1,I4,2022-05-08,50.0
S1,I4,2022-05-09,61.9
S1,I4,2022-05-10,54.8
S1,I4,2022-05-11,65.1
S1,I4,2022-05-12,58.2
S1,I4,2022-05-13,53.5
S1,I4,2022-05-14,47.1
S1,I4,2022-05-15,27.5
S1,I4,2022-05-16,51.7
S1,I4,2022-05-17,46.6
S1,I4,2022-05-18,69.9
S1,I4,2022-05-19,57.1
S1,I4,2022-05-20,57.9
S1,I4,2022-05-21,41.7
S1,I4,2022-05-22,39.0
S1,I4,2022-05-23,54.9
S1,I4,2022-05-24,62.0
S1,I4,2022-05-25,57.9
S1,I4,2022-05-26,60.5
S1,I4,2022-05-27,59.4
S1,I4,2022-05-28,50.2
S1,I4,2022-05-29,54.2
S1,I4,2022-05-30,58.1
S1,I4,2022-05-31,68.0
S1,I4,2022-06-01,63.3
S1,I4,2022-06-02,38.8
S1,I4,2022-06-03,49.0
S1,I4,2022-06-04,47.4
S1,I4,2022-06-05,40.6
S1,I4,2022-06-06,54.7
S1,I4,2022-06-07,57.6
S1,I4,2022-06-08,67.3
S1,I4,2022-06-09,61.2
S1,I4,2022-06-10,52.6
S1,I4,2022-06-11,47.2
S1,I4,2022-06-12,46.0
S1,I4,2022-06-13,57.7
S1,I4,2022-06-14,52.2
S1,I4,2022-06-15,53.0
S1,I4,2022-06-16,62.6
S1,I4,2022-06-17,45.7
S1,I4,2022-06-18,50.5
S1,I4,2022-06-19,52.0
S1,I4,2022-06-20,60.5
S1,I4,2022-06-21,53.9
S1,I4,2022-06-22,61.3
S1,I4,2022-06-23,66.1
S1,I4,2022-06-24,58.4
S1,I4,2022-06-25,48.0
S1,I4,2022-06-26,47.7
S1,I4,2022-06-27,57.1
S1,I4,2022-06-28,55.9
S1,I4,2022-06-29,67.6
S1,I4,2022-06-30,51.6
S1,I4,2022-07-01,45.6
S1,I4,2022-07-02,43.0
S1,I4,2022-07-03,61.5
S1,I4,2022-07-04,56.4
S1,I4,2022-07-05,47.1
S1,I4,2022-07-06,68.3
S1,I4,2022-07-07,52.5
S1,I4,2022-07-08,44.7
S1,I4,2022-07-09,47.0
S1,I4,2022-07-10,48.5
S1,I4,2022-07-11,61.3
S1,I4,2022-07-12,53.0
S1,I4,2022-07-13,60.9
S1,I4,2022-07-14,64.3
S1,I4,2022-07-15,48.1
S1,I4,2022-07-16,35.3
S1,I4,2022-07-17,45.0
S1,I4,2022-07-18,60.3
S1,I4,2022-07-19,65.2
S1,I4,2022-07-20,50.7
S1,I4,2022-07-21,64.2
S1,I4,2022-07-22,42.8
S1,I4,2022-07-23,48.5
S1,I4,2022-07-24,44.8
S1,I4,2022-07-25,46.6
S1,I4,2022-07-26,55.3
S1,I4,2022-07-27,61.8
S1,I4,2022-07-28,58.4
S1,I4,2022-07-29,51.6
S1,I4,2022-07-30,40.6
S1,I4,2022-07-31,46.3
S1,I4,2022-08-01,61.3
S1,I4,2022-08-02,61.5
S1,I4,2022-08-03,62.4
S1,I4,2022-08-04,53.7
S1,I4,2022-08-05,53.6
S1,I4,2022-08-06,42.5
S1,I4,2022-08-07,34.6
S1,I4,2022-08-08,50.9
S1,I4,2022-08-09,66.1
S1,I4,2022-08-10,74.2
S1,I4,2022-08-11,49.3
S1,I4,2022-08-12,44.8
S1,I4,2022-08-13,47.7
S1,I4,2022-08-14,58.4
S1,I4,2022-08-15,49.3
S1,I4,2022-08-16,61.2
S1,I4,2022-08-17,71.0
S1,I4,2022-08-18,48.9
S1,I4,2022-08-19,41.7
S1,I4,2022-08-20,44.0
S1,I4,2022-08-21,54.9
S1,I4,2022-08-22,51.2
S1,I4,2022-08-23,62.1
S1,I4,2022-08-24,75.0
S1,I4,2022-08-25,69.7
S1,I4,2022-08-26,45.6
S1,I4,2022-08-27,43.8
S1,I4,2022-08-28,59.8
S1,I4,2022-08-29,49.7
S1,I4,2022-08-30,69.9
S1,I4,2022-08-31,59.2
S1,I4,2022-09-01,61.9
S1,I4,2022-09-02,47.9
S1,I4,2022-09-03,40.1
S1,I4,2022-09-04,45.6
S1,I4,2022-09-05,59.4
S1,I4,2022-09-06,65.3
S1,I4,2022-09-07,62.0
S1,I4,2022-09-08,60.5
S1,I4,2022-09-09,59.2
S1,I4,2022-09-10,35.2
S1,I4,2022-09-11,52.3
S1,I4,2022-09-12,55.6
S1,I4,2022-09-13,74.5
S1,I4,2022-09-14,62.4
S1,I4,2022-09-15,56.4
S1,I4,2022-09-16,53.6
S1,I4,2022-09-17,50.1
S1,I4,2022-09-18,43.6
S1,I4,2022-09-19,49.3
S1,I4,2022-09-20,68.6
S1,I4,2022-09-21,63.7
S1,I4,2022-09-22,60.6
S1,I4,2022-09-23,47.3
S1,I4,2022-09-24,52.0
S1,I4,2022-09-25,47.1
S1,I4,2022-09-26,43.6
S1,I4,2022-09-27,54.2
S1,I4,2022-09-28,59.0
S1,I4,2022-09-29,59.3
S1,I4,2022-09-30,56.6
S1,I4,2022-10-01,35.3
S1,I4,2022-10-02,52.2
S1,I4,2022-10-03,49.4
S1,I4,2022-10-04,64.6
S1,I4,2022-10-05,75.4
S1,I4,2022-10-06,60.8
S1,I4,2022-10-07,53.4
S1,I4,2022-10-08,43.8
S1,I4,2022-10-09,47.9
S1,I4,2022-10-10,58.5
S1,I4,2022-10-11,70.5
S1,I4,2022-10-12,61.7
S1,I4,2022-10-13,60.3
S1,I4,2022-10-14,45.1
S1,I4,2022-10-15,49.4
S1,I4,2022-10-16,54.5
S1,I4,2022-10-17,53.0
S1,I4,2022-10-18,70.1
S1,I4,2022-10-19,60.0
S1,I4,2022-10-20,60.0
S1,I4,2022-10-21,54.3
S1,I4,2022-10-22,49.1
S1,I4,2022-10-23,47.6
S1,I4,2022-10-24,61.3
S1,I4,2022-10-25,72.7
S1,I4,2022-10-26,73.9
S1,I4,2022-10-27,58.4
S1,I4,2022-10-28,61.1
S1,I4,2022-10-29,43.2
S1,I4,2022-10-30,53.0
S1,I4,2022-10-31,51.8
S1,I4,2022-11-01,67.3
S1,I4,2022-11-02,73.1
S1,I4,2022-11-03,62.4
S1,I4,2022-11-04,39.1
S1,I4,2022-11-05,53.5
S1,I4,2022-11-06,51.9
S1,I4,2022-11-07,55.8
S1,I4,2022-11-08,67.4
S1,I4,2022-11-09,76.2
S1,I4,2022-11-10,63.8
S1,I4,2022-11-11,60.4
S1,I4,2022-11-12,46.2
S1,I4,2022-11-13,54.7
S1,I4,2022-11-14,55.5
S1,I4,2022-11-15,63.6
S1,I4,2022-11-16,65.6
S1,I4,2022-11-17,51.6
S1,I4,2022-11-18,57.3
S1,I4,2022-11-19,46.8
S1,I4,2022-11-20,50.8
S1,I4,2022-11-21,58.9
S1,I4,2022-11-22,62.9
S1,I4,2022-11-23,69.7
S1,I4,2022-11-24,71.0
S1,I4,2022-11-25,59.1
S1,I4,2022-11-26,38.9
S1,I4,2022-11-27,49.3
S1,I4,2022-11-28,67.7
S1,I4,2022-11-29,64.5
S1,I4,2022-11-30,56.9
S1,I4,2022-12-01,70.1
S1,I4,2022-12-02,54.0
S1,I4,2022-12-03,48.6
S1,I4,2022-12-04,47.4
S1,I4,2022-12-05,60.9
S1,I4,2022-12-06,60.6
S1,I4,2022-12-07,69.3
S1,I4,2022-12-08,67.5
S1,I4,2022-12-09,54.6
S1,I4,2022-12-10,45.9
S1,I4,2022-12-11,51.3
S1,I4,2022-12-12,61.1
S1,I4,2022-12-13,56.9
S1,I4,2022-12-14,62.3
S1,I4,2022-12-15,63.4
S1,I4,2022-12-16,55.3
S1,I4,2022-12-17,50.5
S1,I4,2022-12-18,55.4
S1,I4,2022-12-19,56.2
S1,I4,2022-12-20,65.9
S1,I4,2022-12-21,68.9
S1,I4,2022-12-22,58.3
S1,I4,2022-12-23,57.6
S1,I4,2022-12-24,58.2
S1,I4,2022-12-25,34.7
S1,I4,2022-12-26,61.5
S1,I4,2022-12-27,63.2
S1,I4,2022-12-28,71.9
S1,I4,2022-12-29,65.6
S1,I4,2022-12-30,40.2
S1,I4,2022-12-31,52.9
S1,I5,2022-01-01,39.7
S1,I5,2022-01-02,39.2
S1,I5,2022-01-03,46.9
S1,I5,2022-01-04,53.4
S1,I5,2022-01-05,53.4
S1,I5,2022-01-06,58.3
S1,I5,2022-01-07,50.6
S1,I5,2022-01-08,40.3
S1,I5,2022-01-09,37.3
S1,I5,2022-01-10,46.9
S1,I5,2022-01-11,56.2
S1,I5,2022-01-12,65.7
S1,I5,2022-01-13,60.3
S1,I5,2022-01-14,49.9
S1,I5,2022-01-15,37.2
S1,I5,2022-01-16,30.5
S1,I5,2022-01-17,47.7
S1,I5,2022-01-18,68.1
S1,I5,2022-01-19,61.1
S1,I5,2022-01-20,60.3
S1,I5,2022-01-21,55.9
S1,I5,2022-01-22,48.5
S1,I5,2022-01-23,44.9
S1,I5,2022-01-24,46.0
S1,I5,2022-01-25,56.4
S1,I5,2022-01-26,59.9
S1,I5,2022-01-27,64.9
S1,I5,2022-01-28,47.8
S1,I5,2022-01-29,44.9
S1,I5,2022-01-30,51.9
S1,I5,2022-01-31,47.4
S1,I5,2022-02-01,61.8
S1,I5,2022-02-02,57.0
S1,I5,2022-02-03,45.9
S1,I5,2022-02-04,38.1
S1,I5,2022-02-05,31.1
S1,I5,2022-02-06,44.7
S1,I5,2022-02-07,51.9
S1,I5,2022-02-08,61.9
S1,I5,2022-02-09,73.1
S1,I5,2022-02-10,49.7
S1,I5,2022-02-11,48.2
S1,I5,2022-02-12,42.9
S1,I5,2022-02-13,37.4
S1,I5,2022-02-14,50.3
S1,I5,2022-02-15,50.9
S1,I5,2022-02-16,67.7
S1,I5,2022-02-17,46.3
S1,I5,2022-02-18,55.7
S1,I5,2022-02-19,41.3
S1,I5,2022-02-20,47.6
S1,I5,2022-02-21,50.1
S1,I5,2022-02-22,60.3
S1,I5,2022-02-23,54.8
S1,I5,2022-02-24,51.2
S1,I5,2022-02-25,47.4
S1,I5,2022-02-26,39.9
S1,I5,2022-02-27,47.9
S1,I5,2022-02-28,50.6
S1,I5,2022-03-01,66.2
S1,I5,2022-03-02,59.9
S1,I5,2022-03-03,64.2
S1,I5,2022-03-04,46.6
S1,I5,2022-03-05,44.5
S1,I5,2022-03-06,34.2
S1,I5,2022-03-07,49.4
S1,I5,2022-03-08,61.6
S1,I5,2022-03-09,71.6
S1,I5,2022-03-10,54.5
S1,I5,2022-03-11,53.1
S1,I5,2022-03-12,36.9
S1,I5,2022-03-13,50.0
S1,I5,2022-03-14,49.7
S1,I5,2022-03-15,68.3
S1,I5,2022-03-16,59.4
S1,I5,2022-03-17,52.0
S1,I5,2022-03-18,34.5
S1,I5,2022-03-19,54.2
S1,I5,2022-03-20,45.2
S1,I5,2022-03-21,51.5
S1,I5,2022-03-22,62.0
S1,I5,2022-03-23,65.1
S1,I5,2022-03-24,65.1
S1,I5,2022-03-25,40.7
S1,I5,2022-03-26,41.1
S1,I5,2022-03-27,41.0
S1,I5,2022-03-28,37.4
S1,I5,2022-03-29,60.6
S1,I5,2022-03-30,58.6
S1,I5,2022-03-31,60.0
S1,I5,2022-04-01,57.6
S1,I5,2022-04-02,42.4
S1,I5,2022-04-03,41.3
S1,I5,2022-04-04,49.7
S1,I5,2022-04-05,64.0
S1,I5,2022-04-06,59.7
S1,I5,2022-04-07,54.3
S1,I5,2022-04-08,58.7
S1,I5,2022-04-09,42.3
S1,I5,2022-04-10,33.9
S1,I5,2022-04-11,47.3
S1,I5,2022-04-12,67.5
S1,I5,2022-04-13,62.5
S1,I5,2022-04-14,48.1
S1,I5,2022-04-15,45.6
S1,I5,2022-04-16,39.4
S1,I5,2022-04-17,43.0
S1,I5,2022-04-18,43.2
S1,I5,2022-04-19,52.8
S1,I5,2022-04-20,65.3
S1,I5,2022-04-21,58.1
S1,I5,2022-04-22,48.2
S1,I5,2022-04-23,35.8
S1,I5,2022-04-24,40.9
S1,I5,2022-04-25,56.5
S1,I5,2022-04-26,64.0
S1,I5,2022-04-27,65.5
S1,I5,2022-04-28,54.3
S1,I5,2022-04-29,47.2
S1,I5,2022-04-30,38.0
S1,I5,2022-05-01,47.4
S1,I5,2022-05-02,54.2
S1,I5,2022-05-03,61.1
S1,I5,2022-05-04,61.5
S1,I5,2022-05-05,57.9
S1,I5,2022-05-06,40.0
S1,I5,2022-05-07,39.4
S1,I5,2022-05-08,48.0
S1,I5,2022-05-09,56.2
S1,I5,2022-05-10,64.5
S1,I5,2022-05-11,67.8
S1,I5,2022-05-12,52.9
S1,I5,2022-05-13,46.9
S1,I5,2022-05-14,43.2
S1,I5,2022-05-15,46.6
S1,I5,2022-05-16,47.3
S1,I5,2022-05-17,58.3
S1,I5,2022-05-18,63.6
S1,I5,2022-05-19,51.1
S1,I5,2022-05-20,55.6
S1,I5,2022-05-21,50.3
S1,I5,2022-05-22,47.4
S1,I5,2022-05-23,67.1
S1,I5,2022-05-24,67.4
S1,I5,2022-05-25,63.8
S1,I5,2022-05-26,52.7
S1,I5,2022-05-27,54.4
S1,I5,2022-05-28,44.6
S1,I5,2022-05-29,56.1
S1,I5,2022-05-30,45.2
S1,I5,2022-05-31,67.0
S1,I5,2022-06-01,62.2
S1,I5,2022-06-02,50.1
S1,I5,2022-06-03,52.0
S1,I5,2022-06-04,55.7
S1,I5,2022-06-05,47.2
S1,I5,2022-06-06,53.5
S1,I5,2022-06-07,52.8
S1,I5,2022-06-08,55.8
S1,I5,2022-06-09,66.4
S1,I5,2022-06-10,45.9
S1,I5,2022-06-11,37.0
S1,I5,2022-06-12,49.8
S1,I5,2022-06-13,49.4
S1,I5,2022-06-14,59.0
S1,I5,2022-06-15,62.3
S1,I5,2022-06-16,54.3
S1,I5,2022-06-17,50.6
S1,I5,2022-06-18,46.9
S1,I5,2022-06-19,55.1
S1,I5,2022-06-20,57.4
S1,I5,2022-06-21,59.0
S1,I5,2022-06-22,65.4
S1,I5,2022-06-23,53.5
S1,I5,2022-06-24,60.9
S1,I5,2022-06-25,38.7
S1,I5,2022-06-26,48.5
S1,I5,2022-06-27,46.7
S1,I5,2022-06-28,67.7
S1,I5,2022-06-29,68.1
S1,I5,2022-06-30,59.4
S1,I5,2022-07-01,51.1
S1,I5,2022-07-02,42.5
S1,I5,2022-07-03,55.7
S1,I5,2022-07-04,56.5
