customer_id,month,income,savings_rate,overspend_flag,housing,food,transport,shopping,entertainment,other
C014,2022-07,3984.63,0.115,0,770.49,373.61,1143.57,677.46,391.13,169.42
C014,2022-08,3182.0,0.253,0,590.02,302.74,512.86,477.39,301.69,192.24
C014,2022-09,3137.78,0.145,0,436.97,367.8,944.87,454.69,311.38,167.5
C014,2022-10,2638.32,0.146,0,337.89,253.95,813.59,402.28,293.62,150.85
C014,2022-11,6185.51,0.125,0,1003.91,619.98,1970.64,778.69,782.64,256.09
C014,2022-12,4581.98,0.186,0,784.47,394.26,977.38,778.49,577.33,219.55
C014,2023-01,4556.09,0.062,0,878.86,391.09,1266.45,834.62,694.55,210.08
C014,2023-02,4133.53,0.144,0,819.14,466.39,951.23,633.56,489.94,176.92
C014,2023-03,4171.57,0.241,0,751.14,481.8,949.1,492.47,325.85,165.34
C014,2023-04,3449.47,0.215,0,598.67,284.81,772.1,497.4,353.17,202.0
C014,2023-05,5029.56,0.162,0,895.79,470.45,1176.65,860.85,599.7,212.31
C014,2023-06,4529.18,0.156,0,559.49,469.57,1262.79,707.84,631.83,192.07
C014,2023-07,4673.95,0.13,0,825.98,462.6,1149.4,774.75,577.58,275.6
C014,2023-08,4498.2,0.095,0,896.96,404.42,1254.79,649.95,573.81,292.7
C014,2023-09,4402.33,0.145,0,524.94,406.0,1305.03,777.77,500.64,247.67
C014,2023-10,4887.56,0.025,0,1027.02,558.86,1502.04,840.26,608.58,227.83
C014,2023-11,4018.83,0.078,0,896.85,416.93,1126.94,667.79,401.82,196.71
C014,2023-12,5648.8,0.142,0,1087.24,421.9,1367.73,1167.9,599.41,201.49
C015,2022-01,3804.03,0.159,0,799.6,249.89,685.39,709.93,427.84,328.07
C015,2022-02,4243.57,0.131,0,1146.12,365.87,648.91,689.61,580.14,255.13
C015,2022-03,4899.83,0.275,0,885.46,418.45,755.75,574.08,544.05,375.52
C015,2022-04,2820.63,0.038,0,767.13,297.57,569.33,506.76,297.96,274.91
C015,2022-05,5845.91,0.128,0,1652.19,435.81,993.52,1062.33,446.83,508.56
C015,2022-06,6318.39,0.109,0,1672.72,669.73,1070.94,1065.35,700.79,450.67
C015,2022-07,3728.98,0.083,0,1071.83,390.35,523.71,728.04,386.11,318.51
C015,2022-08,4868.17,0.07,0,1351.3,427.85,972.98,868.46,558.55,346.2
C015,2022-09,6226.93,0.162,0,1610.12,598.38,779.45,930.58,774.59,527.86
C015,2022-10,2968.98,0.069,0,828.85,236.72,593.48,499.49,321.05,283.97
C015,2022-11,3782.01,0.218,0,777.5,318.64,701.33,516.05,297.5,345.35
C015,2022-12,4017.62,0.2,0,913.36,251.63,595.28,684.16,480.32,288.75
C015,2023-01,5825.9,0.151,0,1262.75,453.93,1182.73,1024.72,560.6,462.47
C015,2023-02,5582.46,0.122,0,1645.01,425.24,915.08,964.59,499.03,449.91
C015,2023-03,4504.26,0.103,0,1274.09,461.84,706.37,743.26,519.64,333.94
C015,2023-04,4970.91,0.135,0,1184.9,368.78,702.35,1031.4,509.28,503.4
C015,2023-05,4089.09,0.173,0,1030.87,482.38,567.58,498.67,511.79,291.11
C015,2023-06,4483.43,0.201,0,987.8,404.87,634.17,743.72,502.11,309.27
C015,2023-07,3939.93,0.198,0,902.11,268.72,608.77,683.66,388.58,307.17
C015,2023-08,4484.08,0.136,0,976.6,429.62,899.07,711.21,504.67,351.33
C015,2023-09,4792.39,0.102,0,1429.49,447.77,580.29,872.66,595.76,376.54
C015,2023-10,5296.51,0.224,0,1146.94,357.34,892.27,665.06,535.69,513.55
C015,2023-11,2972.19,0.187,0,580.15,218.08,485.66,478.91,377.26,276.14
C015,2023-12,4896.22,0.146,0,1208.52,450.12,703.29,942.05,427.99,447.79
C016,2022-01,4554.04,0.144,0,1308.7,616.06,55.82,523.84,1032.18,361.88
C016,2022-02,3112.31,0.16,0,902.93,374.95,31.17,369.63,669.81,264.45
C016,2022-03,3488.46,0.237,0,812.6,370.74,46.58,446.12,767.39,218.23
C016,2022-04,3744.46,0.113,0,1020.5,676.88,48.0,448.71,907.21,218.21
C016,2022-05,3078.91,0.09,0,1002.81,477.39,37.77,393.26,662.91,228.05
C016,2022-06,4813.2,0.21,0,1279.45,481.3,51.91,768.45,871.96,351.17
C016,2022-07,4765.23,0.144,0,1497.66,711.66,45.27,495.99,968.09,359.59
C016,2022-08,4066.4,0.161,0,1029.17,390.32,54.46,627.99,1001.69,310.05
C016,2022-09,4961.37,0.096,0,1350.23,639.15,49.24,951.2,1186.98,307.35
C016,2022-10,4872.4,0.115,0,1167.75,788.72,46.54,719.86,1248.02,343.13
C016,2022-11,4575.58,0.113,0,1294.7,599.18,44.32,586.35,1234.68,299.69
C016,2022-12,3871.36,0.14,0,1008.97,595.68,45.21,576.69,821.89,279.93
C016,2023-01,3985.15,0.188,0,1081.97,602.88,47.8,466.96,767.11,269.66
C016,2023-02,5880.91,0.257,0,1184.0,809.11,49.49,731.22,1227.69,366.86
C016,2023-03,4072.96,0.113,0,1151.86,494.73,33.72,625.15,1001.01,305.48
C016,2023-04,3267.41,0.111,0,964.44,475.28,29.29,449.6,708.96,277.66
C016,2023-05,6039.6,0.13,0,1280.24,1096.04,55.25,952.0,1527.88,342.06
C016,2023-06,4894.61,0.118,0,1360.43,700.18,53.7,793.28,1093.1,317.68
C016,2023-07,5376.85,0.159,0,1651.21,788.07,51.33,623.01,1086.26,324.66
C016,2023-08,5128.96,0.081,0,1661.06,661.62,66.06,849.46,1173.98,299.39
C016,2023-09,5760.3,0.211,0,1612.4,775.16,57.97,685.9,991.82,419.94
C016,2023-10,3873.28,-0.018,1,1596.37,428.21,33.33,572.97,1051.55,260.39
C016,2023-11,4957.79,0.301,0,1013.28,588.23,44.11,487.61,1114.04,219.04
C016,2023-12,3442.24,0.145,0,894.08,397.93,38.67,494.69,862.07,255.05
C017,2022-01,3531.68,0.15,0,935.22,527.31,412.68,395.21,510.62,221.95
C017,2022-02,5316.98,0.174,0,1128.82,736.49,718.07,621.58,841.82,347.32
C017,2022-03,4935.1,0.127,0,1056.65,934.5,662.29,327.4,820.78,507.73
C017,2022-04,5760.74,0.111,0,1695.52,720.07,879.02,512.66,939.94,371.22
C017,2022-05,3984.44,0.169,0,826.71,667.23,599.04,414.16,501.55,302.52
C017,2022-06,3903.11,0.17,0,1018.82,677.77,606.9,345.4,362.94,228.48
C017,2022-07,5637.3,0.131,0,1223.35,738.21,943.09,669.37,893.13,429.24
C017,2022-08,4394.32,0.074,0,1049.25,804.1,627.2,486.31,815.32,288.59
C017,2022-09,5103.89,0.26,0,1126.45,468.91,466.37,431.58,869.86,413.46
C017,2022-10,4647.49,0.124,0,1387.18,555.27,621.23,485.0,652.6,371.74
C017,2022-11,3220.04,0.052,0,900.78,426.59,563.9,319.8,586.67,254.42
C017,2022-12,4475.4,0.183,0,942.87,672.23,629.36,394.1,693.2,323.84
C017,2023-01,6339.73,0.156,0,1444.18,1152.39,825.97,657.31,802.39,471.09
C017,2023-02,4668.43,0.015,0,1334.42,711.85,756.67,510.69,916.81,368.54
C017,2023-03,6412.18,0.158,0,1372.81,837.45,704.44,863.69,1136.59,485.13
C017,2023-04,5499.22,0.152,0,1400.79,1050.84,566.75,526.98,807.84,308.33
C017,2023-05,5348.26,0.109,0,1184.86,876.8,971.96,505.48,790.9,433.56
C017,2023-06,5289.8,0.22,0,1117.62,706.73,822.61,557.91,578.9,343.88
C017,2023-07,5700.99,0.155,0,1395.76,745.1,745.64,570.09,999.23,361.56
C017,2023-08,3827.24,0.128,0,919.92,556.32,557.77,311.52,636.5,354.75
C017,2023-09,4889.45,0.137,0,1152.57,711.15,574.09,482.7,917.65,382.49
C017,2023-10,3788.16,0.14,0,810.13,575.85,479.97,405.58,644.87,341.96
C017,2023-11,5638.85,0.18,0,1496.55,715.51,654.29,556.36,829.87,372.44
C017,2023-12,4146.65,0.136,0,889.34,550.25,530.21,486.99,674.12,452.73
C018,2022-01,3814.26,0.246,0,539.44,362.23,510.47,319.58,513.53,629.95
C018,2022-02,4683.57,0.18,0,611.3,557.71,858.4,280.02,585.92,949.29
C018,2022-03,5275.53,0.116,0,885.86,608.51,992.75,337.04,972.89,867.38
C018,2022-04,5562.78,0.11,0,710.21,927.98,999.17,341.39,742.19,1231.16
C018,2022-05,5342.12,0.183,0,748.51,689.05,981.62,394.44,623.29,929.25
C018,2022-06,4688.1,0.074,0,784.96,746.27,863.9,354.07,754.88,835.86
C018,2022-07,4377.42,0.15,0,543.28,455.81,758.33,325.76,699.04,938.23
C018,2022-08,4694.12,0.109,0,720.27,597.59,822.42,302.86,717.21,1023.17
C018,2022-09,3964.25,0.127,0,565.77,460.42,602.38,238.6,682.83,910.89
C018,2022-10,4929.95,0.045,0,904.7,613.73,1183.25,344.77,740.98,918.38
C018,2022-11,4797.86,0.109,0,764.63,604.23,1002.53,359.85,722.72,820.89
C018,2022-12,4834.8,0.204,0,670.93,562.95,704.76,490.35,672.23,748.48
C018,2023-01,3941.42,0.123,0,553.86,546.41,704.38,314.34,515.38,820.7
C018,2023-02,3799.15,0.155,0,488.02,419.77,515.07,318.99,606.78,862.9
C018,2023-03,4531.45,0.119,0,716.51,427.21,844.4,336.81,717.68,948.88
C018,2023-04,3710.36,0.233,0,407.38,424.62,664.02,296.46,426.9,626.87
C018,2023-05,3921.41,0.261,0,525.58,399.79,508.96,248.93,575.01,639.28
C018,2023-06,4407.36,0.173,0,723.26,454.43,704.62,368.16,597.99,797.99
C018,2023-07,5430.8,0.108,0,733.77,811.11,953.64,372.99,842.74,1127.59
C018,2023-08,5316.71,0.147,0,691.01,685.42,869.07,425.61,651.3,1213.95
C018,2023-09,4873.06,0.055,0,553.79,737.53,1073.4,405.85,856.43,977.75
C018,2023-10,3170.8,0.192,0,324.83,421.81,476.68,198.08,454.69,686.16
C018,2023-11,3337.79,0.142,0,440.86,524.52,461.86,273.2,448.05,715.37
C018,2023-12,5377.86,0.144,0,846.28,783.02,733.99,454.43,678.93,1106.87
C019,2022-01,4773.6,0.174,0,650.06,939.28,203.8,655.15,610.07,885.51
C019,2022-02,4764.42,0.193,0,892.34,696.68,248.09,404.7,595.74,1007.34
C019,2022-03,3845.2,0.217,0,674.03,577.21,183.99,524.41,344.57,708.2
C019,2022-04,5268.87,0.185,0,543.17,736.03,243.47,960.88,739.09,1071.19
C019,2022-05,5543.61,0.171,0,743.24,1007.43,216.96,930.4,654.77,1040.1
C019,2022-06,4326.29,0.138,0,679.66,632.17,230.34,570.72,594.77,1023.44
C019,2022-07,4451.26,0.057,0,626.91,718.54,236.87,842.49,638.74,1132.07
C019,2022-08,6970.81,0.169,0,1132.74,1180.23,378.85,855.19,818.37,1429.04
C019,2022-09,5018.09,0.149,0,737.08,808.46,286.91,819.34,615.83,1001.37
C019,2022-10,5408.22,0.124,0,910.38,647.95,253.36,801.23,759.68,1363.59
C019,2022-11,4727.12,0.147,0,775.56,753.29,208.88,656.58,596.24,1043.24
C019,2022-12,2991.54,0.192,0,424.3,476.16,140.85,416.45,403.8,556.25
C019,2023-01,3197.57,0.146,0,457.09,562.54,196.97,516.47,313.6,684.64
C019,2023-02,4705.31,0.103,0,728.58,802.75,199.48,686.83,629.12,1173.14
C019,2023-03,3855.43,0.252,0,551.39,361.73,171.85,513.5,410.75,876.56
C019,2023-04,4455.24,0.216,0,444.25,725.93,188.51,690.97,452.61,992.83
C019,2023-05,4273.47,0.223,0,673.85,687.13,202.03,475.41,418.39,865.02
C019,2023-06,4493.38,0.17,0,615.88,775.73,211.63,555.54,541.57,1030.61
C019,2023-07,4759.91,0.132,0,920.19,675.91,231.4,732.08,596.57,976.67
C019,2023-08,3260.59,0.217,0,454.1,431.76,118.77,415.1,345.69,786.7
C019,2023-09,4980.87,0.166,0,649.39,755.48,176.6,666.65,663.96,1241.72
C019,2023-10,3929.56,0.108,0,686.19,479.22,157.02,628.53,618.13,936.28
C019,2023-11,4467.73,0.273,0,451.96,491.25,223.88,611.17,468.71,1000.89
C019,2023-12,4592.11,0.083,0,790.72,739.65,267.33,664.63,567.57,1181.38
C020,2022-01,4920.96,0.042,0,245.42,672.16,689.58,1072.42,1465.89,570.23
C020,2022-02,4551.18,0.124,0,237.46,714.06,633.28,720.97,1198.41,481.44
C020,2022-03,4469.8,0.052,0,188.45,665.04,844.7,837.62,1251.37,449.08
C020,2022-04,4689.06,0.214,0,222.51,609.45,765.83,805.04,848.53,433.15
C020,2022-05,3395.07,0.057,0,201.49,598.32,598.49,410.83,945.73,445.56
C020,2022-06,3263.76,0.167,0,172.19,511.38,517.15,443.53,818.06,255.16
C020,2022-07,4321.74,0.072,0,279.65,583.18,585.22,828.3,1137.42,595.05
C020,2022-08,5199.47,0.147,0,334.0,776.62,791.35,891.04,1151.38,489.52
C020,2022-09,3735.75,0.064,0,197.75,520.93,664.97,627.76,986.89,499.49
C020,2022-10,4314.84,0.143,0,259.77,559.44,756.81,799.24,813.83,508.56
C020,2022-11,5818.49,0.163,0,312.86,835.58,921.38,830.92,1438.35,529.57
C020,2022-12,3999.5,0.131,0,256.73,567.02,558.66,721.61,910.06,461.11
C020,2023-01,5025.45,0.207,0,247.46,680.37,701.11,647.69,994.6,714.33
C020,2023-02,4807.78,0.139,0,212.98,497.5,691.87,1003.39,1073.01,661.72
C020,2023-03,4781.54,0.145,0,282.97,514.53,798.29,767.94,1240.05,483.03
C020,2023-04,4641.64,0.143,0,270.1,610.19,720.62,753.54,962.02,662.76
C020,2023-05,5339.16,0.185,0,261.43,779.76,694.43,742.42,1416.05,457.35
C020,2023-06,5241.48,0.149,0,278.73,682.97,814.34,963.61,1054.34,668.09
C020,2023-07,4590.7,0.087,0,205.93,602.03,811.15,971.52,1167.51,433.95
C020,2023-08,4892.49,0.115,0,304.93,730.05,800.42,872.41,1111.18,511.62
C020,2023-09,2981.65,0.107,0,173.2,412.44,472.92,403.04,750.87,448.85
C020,2023-10,4562.76,0.132,0,249.86,642.47,871.44,653.1,1079.61,462.08
C020,2023-11,4062.4,0.042,0,222.87,657.16,755.24,733.13,880.09,642.27
C020,2023-12,4157.96,0.076,0,210.13,410.56,736.04,805.23,1300.98,378.75
C021,2022-01,4606.24,0.161,0,746.19,843.44,1223.79,413.17,298.9,337.02
C021,2022-02,4762.62,0.139,0,967.88,669.91,1242.87,472.84,382.8,365.44
C021,2022-03,3759.14,0.058,0,998.55,667.21,939.67,444.12,209.13,280.98
C021,2022-04,4362.84,0.181,0,789.27,679.45,1180.48,452.91,214.73,254.87
C021,2022-05,5831.82,0.192,0,1290.61,853.79,1260.44,455.05,436.42,418.19
C021,2022-06,5593.92,0.078,0,1264.68,1101.54,1309.39,632.52,382.19,466.12
C021,2022-07,4778.35,0.137,0,1034.55,997.41,930.5,479.3,295.34,386.1
C021,2022-08,4156.42,0.227,0,976.49,656.89,714.53,417.25,214.01,234.33
C021,2022-09,4609.5,0.121,0,1109.79,806.47,1127.34,328.12,226.23,455.23
C021,2022-10,3662.23,0.146,0,896.88,532.64,835.31,332.24,244.87,284.79
C021,2022-11,4141.37,0.174,0,782.73,698.49,763.64,441.76,356.02,379.49
C021,2022-12,5074.68,0.241,0,1123.85,583.55,916.94,606.58,275.88,346.14
C021,2023-01,4367.48,0.246,0,823.72,577.86,976.95,379.26,239.4,293.81
C021,2023-02,4917.89,0.141,0,1064.88,776.07,1207.72,482.48,290.63,401.2
C021,2023-03,5034.56,0.18,0,1104.55,826.21,1001.69,439.52,346.3,409.25
C021,2023-04,4864.24,0.095,0,1137.23,794.19,1210.9,556.0,340.98,365.06
C021,2023-05,5609.59,0.112,0,1301.6,995.86,1317.87,583.16,307.76,472.43
C021,2023-06,6776.24,0.177,0,1434.74,1110.45,1425.1,629.54,514.7,464.24
C021,2023-07,4120.74,0.248,0,704.32,592.24,690.78,452.22,360.85,296.74
C021,2023-08,3166.59,0.106,0,806.31,457.47,852.84,304.0,176.78,234.86
C021,2023-09,5106.22,0.212,0,1106.47,766.27,1116.59,414.21,333.66,284.82
C021,2023-10,4144.7,0.077,0,1035.75,702.6,1016.91,411.42,300.45,359.64
C021,2023-11,4856.91,0.125,0,1241.22,876.19,1022.56,388.72,318.41,400.42
C021,2023-12,5372.38,0.202,0,1035.98,752.68,1294.44,532.79,237.6,432.42
C022,2022-01,5077.76,0.188,0,119.24,1289.02,203.32,550.22,521.72,1441.23
C022,2022-02,4244.72,0.212,0,113.67,1069.35,236.52,627.03,234.83,1062.43
C022,2022-03,4627.28,0.156,0,137.52,1278.58,256.59,568.47,388.91,1274.55
C022,2022-04,5418.99,0.087,0,145.53,1398.61,296.85,860.93,472.26,1772.56
C022,2022-05,5485.58,0.144,0,163.9,1384.08,278.02,679.11,564.76,1623.09
C022,2022-06,4688.23,0.128,0,117.56,1044.24,330.3,587.46,378.12,1628.51
C022,2022-07,4725.45,0.181,0,154.92,1205.71,239.88,592.88,341.8,1333.53
C022,2022-08,4736.83,0.084,0,182.56,1250.09,164.11,601.22,609.91,1530.64
C022,2022-09,3851.29,0.273,0,126.48,891.76,163.63,469.91,356.29,792.08
C022,2022-10,3580.67,0.227,0,108.19,875.82,202.2,376.99,361.77,842.16
C022,2022-11,5814.19,0.137,0,130.26,1266.61,329.37,935.37,555.67,1803.08
C022,2022-12,4514.03,0.251,0,115.21,1089.65,196.91,469.67,436.77,1073.41
C022,2023-01,4755.64,0.064,0,115.45,1294.16,234.95,741.42,455.07,1612.08
C022,2023-02,3895.48,0.259,0,118.51,865.6,194.79,481.79,316.79,910.89
C022,2023-03,3369.19,0.17,0,65.97,738.74,196.53,329.75,244.37,1222.33
C022,2023-04,3990.8,0.22,0,126.19,1139.98,233.9,396.46,351.57,864.24
C022,2023-05,6457.05,0.113,0,148.19,1417.94,290.51,644.66,708.82,2517.52
C022,2023-06,4119.4,0.251,0,99.66,713.17,211.57,505.16,339.21,1217.16
C022,2023-07,4816.14,0.119,0,152.33,1195.33,214.33,681.95,440.34,1560.81
C022,2023-08,5132.06,0.214,0,121.8,1049.48,242.6,556.02,521.41,1544.97
C022,2023-09,5379.35,0.057,0,171.93,1445.44,338.4,741.33,495.93,1879.97
C022,2023-10,4592.14,0.099,0,132.21,1046.11,270.64,700.89,415.89,1570.87
C022,2023-11,2923.99,0.13,0,87.48,757.26,138.89,511.04,264.19,785.04
C022,2023-12,4520.77,0.148,0,95.41,1043.62,276.56,527.1,361.27,1546.77
C023,2022-01,5860.63,0.147,0,1679.04,704.21,552.28,423.26,492.85,1150.06
C023,2022-02,4761.93,0.233,0,1458.13,518.47,340.7,314.31,326.62,695.98
C023,2022-03,4851.94,0.138,0,1822.24,482.18,455.31,307.78,350.25,764.61
C023,2022-04,4981.52,0.183,0,1424.69,660.09,431.88,337.57,306.0,908.97
C023,2022-05,5216.17,0.074,0,1729.01,801.65,570.23,373.57,375.77,981.57
C023,2022-06,3829.58,0.053,0,1432.73,464.49,357.98,317.15,364.57,690.47
C023,2022-07,4409.57,0.054,0,1721.83,580.94,377.81,331.33,343.35,817.24
C023,2022-08,3414.72,0.257,0,835.73,340.57,262.89,231.62,282.91,585.07
C023,2022-09,4657.12,0.206,0,1210.57,498.69,456.13,380.86,314.01,838.54
C023,2022-10,6259.08,0.167,0,1987.73,645.23,548.72,476.43,462.75,1095.12
C023,2022-11,3345.24,0.208,0,911.37,376.25,293.65,229.83,246.34,593.45
C023,2022-12,5211.53,0.122,0,1634.74,635.48,431.0,424.86,416.46,1035.13
C023,2023-01,5070.77,0.132,0,1757.2,574.77,473.21,441.45,346.08,807.38
C023,2023-02,4645.15,0.177,0,1571.22,468.36,413.44,343.84,234.63,789.68
C023,2023-03,4374.15,0.201,0,1359.31,610.12,321.93,287.79,201.24,713.47
C023,2023-04,4183.49,0.12,0,1230.19,561.28,425.18,317.77,298.88,848.63
C023,2023-05,4484.19,0.189,0,1252.59,383.09,376.92,374.79,455.06,795.57
C023,2023-06,3887.72,0.194,0,1017.88,484.31,257.32,315.99,330.17,728.15
C023,2023-07,4324.27,0.093,0,1493.6,510.26,343.81,414.78,309.87,848.63
C023,2023-08,2565.11,0.068,0,973.16,360.13,231.93,208.73,210.3,407.45
C023,2023-09,4937.7,0.2,0,1381.54,516.2,519.59,424.92,333.95,772.5
C023,2023-10,3983.52,0.093,0,1407.81,389.56,377.76,332.59,297.36,806.37
C023,2023-11,4256.55,0.17,0,1311.88,417.93,441.61,282.84,338.9,740.26
C023,2023-12,3657.77,0.164,0,1058.28,508.12,339.21,233.06,289.38,628.91
C024,2022-01,3828.92,0.136,0,1289.85,208.43,74.36,970.19,90.61,675.9
C024,2022-02,3434.68,0.258,0,1032.72,220.44,50.5,700.29,73.4,470.66
C024,2022-03,3680.59,0.147,0,1362.42,235.25,78.6,847.43,76.05,540.06
C024,2022-04,3643.27,0.213,0,1263.09,229.82,70.5,526.66,65.69,710.72
C024,2022-05,4563.37,0.205,0,1349.2,367.01,83.7,1018.51,98.86,712.41
C024,2022-06,3917.94,-0.028,1,1939.2,267.86,81.07,898.26,68.02,771.39
C024,2022-07,3825.49,0.196,0,1497.37,171.43,48.9,845.82,68.7,443.47
C024,2022-08,4932.49,-0.012,1,2440.92,354.21,87.36,1042.27,114.23,952.14
C024,2022-09,4225.17,0.114,0,1594.53,262.41,84.3,873.83,84.8,842.59
C024,2022-10,5467.62,-0.025,1,2199.9,408.7,94.88,1434.71,120.84,1346.63
C024,2022-11,3546.01,0.102,0,1193.73,223.96,69.22,967.2,65.21,665.42
C024,2022-12,5429.97,0.069,0,2254.24,276.17,121.15,1357.17,120.96,924.66
C024,2023-01,4680.89,0.197,0,1736.74,304.9,86.63,862.07,80.62,686.15
C024,2023-02,4677.71,0.17,0,1749.2,286.96,92.64,894.24,116.62,741.84
C024,2023-03,4153.26,0.088,0,1672.23,178.82,67.44,1005.43,62.76,801.26
C024,2023-04,5708.91,0.194,0,2024.7,354.11,122.82,1120.38,131.87,848.29
C024,2023-05,4117.92,0.225,0,1360.75,257.29,89.03,844.99,68.11,569.88
C024,2023-06,4815.68,0.03,0,2308.27,303.08,83.56,1133.03,94.89,750.52
C024,2023-07,3733.23,0.065,0,1697.82,137.35,77.0,733.01,71.6,773.4
C024,2023-08,3928.7,0.229,0,1324.61,228.9,76.86,774.11,61.34,564.83
C024,2023-09,5525.07,0.163,0,2097.73,350.55,97.79,1050.6,141.34,887.11
C024,2023-10,4145.3,0.09,0,1812.32,219.65,69.55,876.12,84.72,711.58
C024,2023-11,6173.34,0.144,0,2434.77,236.0,119.29,1310.14,126.99,1057.62
C024,2023-12,4477.06,0.187,0,1667.7,290.52,75.77,810.48,133.0,660.29
C025,2022-01,5317.24,0.174,0,1065.04,862.86,710.17,1129.7,241.11,384.7
C025,2022-02,2869.11,0.158,0,617.88,527.58,347.43,600.78,136.5,186.75
C025,2022-03,2695.86,0.183,0,527.29,540.9,341.51,510.18,123.34,158.13
C025,2022-04,3678.22,0.152,0,601.68,771.37,454.22,784.38,214.75,291.1
C025,2022-05,4771.2,0.185,0,830.73,808.7,418.73,1249.23,229.89,349.0
C025,2022-06,4390.22,0.202,0,898.64,626.65,522.59,832.58,250.88,373.35
C025,2022-07,2737.85,0.234,0,390.09,499.53,332.2,501.56,159.67,215.45
C025,2022-08,4879.85,0.18,0,806.16,1006.79,600.9,1068.16,240.51,277.18
C025,2022-09,5777.62,0.167,0,1094.16,1282.14,632.79,1137.91,215.39,450.6
C025,2022-10,4552.79,0.229,0,780.78,718.58,481.59,1033.24,191.19,307.03
C025,2022-11,5737.67,0.138,0,1044.6,1271.53,689.35,1359.84,256.89,321.46
C025,2022-12,5642.67,0.145,0,1019.06,1167.98,653.76,1258.07,221.63,502.78
C025,2023-01,4749.13,0.071,0,923.64,1064.15,727.77,1210.33,168.69,319.73
C025,2023-02,3696.89,0.17,0,755.84,705.79,382.08,821.21,129.5,275.67
C025,2023-03,3175.7,0.052,0,631.83,624.67,533.41,818.33,134.28,268.0
C025,2023-04,3381.87,0.217,0,533.4,660.99,298.67,768.81,129.32,258.07
C025,2023-05,3637.81,0.118,0,713.25,679.14,574.86,832.48,145.3,263.32
C025,2023-06,3424.61,0.104,0,669.74,693.89,612.87,709.87,148.4,235.19
C025,2023-07,4669.69,0.128,0,910.08,862.3,709.19,968.73,242.01,379.36
C025,2023-08,4490.38,0.082,0,788.64,1140.13,514.54,1072.41,179.92,427.94
C025,2023-09,5209.46,0.158,0,862.58,1044.29,706.61,1098.64,261.94,414.45
C025,2023-10,4672.56,0.118,0,855.91,926.03,631.19,1077.66,190.67,440.46
C025,2023-11,3659.66,0.16,0,717.88,648.52,604.06,723.25,147.0,235.07
C025,2023-12,4758.77,0.255,0,696.55,822.25,420.81,1127.13,198.73,277.86
C026,2022-01,3901.05,0.128,0,716.65,696.8,1016.0,189.64,526.27,257.95
C026,2022-02,3655.0,0.162,0,694.01,559.27,858.43,210.42,423.62,315.37
C026,2022-03,4650.97,0.084,0,753.84,882.73,1227.43,241.72,832.38,322.5
C026,2022-04,4493.82,0.13,0,859.14,605.82,1090.79,186.67,699.34,465.77
C026,2022-05,4717.87,0.244,0,617.37,630.24,1188.56,235.72,396.45,500.71
C026,2022-06,4609.33,0.146,0,732.69,827.67,961.74,205.86,684.93,522.47
C026,2022-07,5798.87,0.107,0,1107.6,968.89,1506.72,234.36,896.75,461.61
C026,2022-08,4754.78,0.151,0,832.28,798.77,1123.89,127.65,688.49,466.3
C026,2022-09,4856.74,0.073,0,866.62,945.76,1180.69,257.77,792.18,458.08
C026,2022-10,3781.59,0.185,0,434.66,548.57,978.54,178.37,597.35,345.82
C026,2022-11,5530.45,0.16,0,957.87,924.72,1381.94,337.49,580.24,460.7
C026,2022-12,5178.81,0.093,0,1156.16,838.3,1149.99,287.22,825.46,438.27
C026,2023-01,4764.25,0.041,0,1016.29,955.48,1229.78,238.86,666.39,461.81
C026,2023-02,4407.46,0.141,0,821.46,579.37,1222.82,181.97,581.24,400.03
C026,2023-03,6092.79,0.257,0,1034.16,856.87,1298.16,378.96,496.73,463.04
C026,2023-04,6685.03,0.118,0,1318.87,871.22,1542.87,336.32,1062.34,763.0
C026,2023-05,4810.84,0.236,0,801.25,840.42,1000.31,202.47,499.32,329.31
C026,2023-06,3782.84,0.268,0,564.43,618.82,720.52,99.56,449.91,314.44
C026,2023-07,4015.64,0.105,0,893.6,569.68,1055.89,199.43,562.68,314.2
C026,2023-08,4452.97,0.155,0,714.38,713.5,997.57,190.36,721.37,423.84
C026,2023-09,4141.55,0.204,0,766.93,638.96,836.72,208.45,529.62,317.97
C026,2023-10,3201.79,0.116,0,549.03,542.81,666.15,219.76,511.49,342.45
C026,2023-11,5136.19,0.197,0,1189.5,707.77,734.7,238.69,784.93,469.89
C026,2023-12,4720.38,0.086,0,1024.94,779.8,1227.71,201.97,556.28,524.49
C027,2022-01,3905.5,0.114,0,760.23,511.12,504.65,239.74,574.67,868.09
C027,2022-02,5134.28,0.162,0,943.11,464.11,623.18,354.46,706.34,1212.03
C027,2022-03,4221.13,0.17,0,735.59,567.42,524.03,240.71,623.54,813.02
C027,2022-04,4033.18,0.177,0,995.88,565.95,445.32,261.94,522.64,526.63
C027,2022-05,3774.82,0.185,0,742.67,443.57,456.77,274.85,455.0,705.08
C027,2022-06,4759.88,0.202,0,897.44,577.1,531.08,396.03,400.2,995.17
C027,2022-07,4497.05,0.152,0,787.1,633.66,588.72,278.0,546.4,981.61
C027,2022-08,4416.17,0.203,0,865.24,532.8,534.79,306.03,456.07,825.91
C027,2022-09,3101.19,0.11,0,694.73,399.47,389.27,151.69,497.9,625.61
C027,2022-10,4634.56,0.087,0,1036.59,490.19,496.45,296.32,838.52,1075.38
C027,2022-11,5785.09,0.09,0,1354.35,757.86,574.85,417.46,568.01,1592.74
